5/06/2010	Deborah Palfrey, la Madame Claude Americaine
2/06/2010	Le nucleaire syrien - 1
9/06/2010	Le nucleaire syrien - 2
6/06/2010	mai 1945, les massacres de setif (R)
3/07/2010	L'affaire Altantuya et le contrat franco-malaisien (R)
0/07/2010	La decolonisation du Cameroun (1) (1ere diffusion : 19/11/2005) (R)
7/07/2010	La decolonisation du Cameroun (2) (1ere diffusion : 26/11/2005) (R)
4/07/2010	La taupe du Quai d'Orsay (1ere diffusion : 05/09/2009) (R)
1/07/2010	Janvier 1991, les chars sovietiques dans Vilnius (1ere diffusion : 18/04/2009) (R)
7/08/2010	Heinz Felfe, le Philby allemand (1ere diffusion : 30/01/2010) (R)
4/08/2010	L'affaire Tinner (1ere diffusion : 09/01/2010) (R)
1/08/2010	L'affaire Katrina Leung (1ere diffusion : 20/03/2010) (R)
8/08/2010	Le marchand d'armes Victor Bout (1ere diffusion : 10/04/2010) (R)
4/09/2010	Mikhael Khodorkovski
1/09/2010	La Main Rouge
8/09/2010	Le Caucase du Nord
5/09/2010	La dictature argentine - 1
2/10/2010	La dictature argentine - 2
9/10/2010	Les moines de Tibhirine
6/10/2010	Bouake, novembre 2004
3/10/2010	La disparition de Guy-Andre Kieffer en Cote d'Ivoire
0/10/2010	Les societes militaires privees ou le neo-mercenariat - 1
6/11/2010	Les societes militaires privees ou le neo-mercenariat - 2
3/11/2010	1995, les deux pilotes francais otages en Bosnie - 1
0/11/2010	1995, les deux pilotes francais otages en Bosnie - 2
7/11/2010	L'affaire Al Dura
4/12/2010	La guerre froide des espions, Tolkatchev - 1
1/12/2010	La guerre froide des espions, Krassilnikov - 2
8/12/2010	Henri Nanot, le poete-paysan bientot rehabilite?
5/12/2010	La Chinoise (1ere diffusion le 17/02/2001) (R)
1/01/2011	Einstein harcele par le FBI (1ere diffusion le 25/06/2005) (R)
8/01/2011	Les liens entre l'ISI, les services secrets pakistanais, et les talibans
5/01/2011	Les deux Coree
2/01/2011	la guerre secrete contre Teheran
9/01/2011	Les fregates de Taiwan - 1
5/02/2011	Les fregates de Taiwan - 2
2/02/2011	1956, l'expedition de Suez - 1
9/02/2011	1956, l'expedition de Suez - 2
6/02/2011	1961, Bizerte (1ere diffusion le 25/12/2004) (R)
5/03/2011	1962, la disparition d'Enrico Mattei, president de l'ENI
2/03/2011	1975, l'assassinat de Pier Paolo Pasolini
9/03/2011	Al Qaida Maghreb islamique (AQMI) - 1
6/03/2011	Al Qaida Maghreb islamique (AQMI) - 2
2/04/2011	1978, la mort de Jean-Paul Ier - 1
9/04/2011	1978, la mort de Jean-Paul Ier - 2
6/04/2011	Les tentatives occidentales pour assassiner Kadhafi dans les annees 70 et 80
3/04/2011	Decembre 1979, l'invasion sovietique en Afghanistan
0/04/2011	La Syrie de Bachar El Assad
7/05/2011	Samaranch
4/05/2011	L'affaire Ben Barka - 1
1/05/2011	L'affaire Ben Barka - 2
8/05/2011	Le tresor nazi et la CDU
4/06/2011	Leuna
1/06/2011	Le narcotrafic au Mexique - 1
8/06/2011	Le narcotrafic au Mexique - 2
5/06/2011	L'echange
2/07/2011	Eli Cohen (R)
9/07/2011	Mroz (R)
6/07/2011	James Jesus Angleton - 1 (R)
3/07/2011	James Jesus Angleton - 2 (R)
0/07/2011	Gabriele Gast (R)
6/08/2011	Wennerstrom (R)
